Element,Incentive 1,Incentive 2,Incentive 3,Incentive 4,Incentive 5,Incentive 6,Incentive 7,Incentive 8,Incentive 9,Incentive 10,Incentive 11,Incentive 12,Incentive 13,Incentive 14,Incentive 15,Incentive 16,Incentive 17,Incentive 18,Incentive 19,Incentive 20,Incentive 21,Incentive 22,Incentive 23,Incentive 24
369,-0.244295632,-0.195877668,-0.008630792,-0.022647186,1.85E-12,-0.244295632,1.71E-12,1.71E-12,-0.12141422,-0.049489689,-0.074898943,-0.058225641,-0.181428385,-0.199747827,-0.01519946,-0.162377144,-0.040878848,-0.15628008,-0.000903222,-0.505588818,1.84E-12,1.84E-12,-0.199747827,-0.529824362
370,-0.285473867,-0.226137405,-0.009795711,-0.024997118,8.08E-14,-0.285473867,0,0,-0.01374617,-0.020214532,-0.006749199,-0.006749199,-0.018071867,-0.020214532,-0.002317605,-0.185082341,-0.018071867,-0.01523212,-0.000842003,-0.454015949,4.44E-16,4.44E-16,-0.020214532,-0.53827987
371,-0.188102331,-0.150821551,-0.004370222,-0.011954256,-1.58E-12,-0.188102331,-3.35E-12,-3.35E-12,-0.143373964,-0.043088261,-0.080931022,-0.080806582,-0.177491047,-0.193508755,-0.014921502,-0.125026875,-0.034885399,-0.14882695,-0.00076919,-0.670341602,-4.71E-12,-4.71E-12,-0.193508755,-0.405136704
372,-0.555864033,-0.445695037,-0.011375089,-0.030039172,-7.64E-14,-0.555864033,-3.04E-12,-3.04E-12,-0.090803064,-0.047205616,-0.055795442,-0.055795442,-0.109851775,-0.119244408,-0.016347345,-0.369468801,-0.038218918,-0.090371475,-0.000842691,-0.917261042,-4.41E-12,-4.41E-12,-0.119244408,-0.252471229
373,-0.141188623,-0.113205864,-0.004273656,-0.011549832,3.32E-12,-0.141188623,2.69E-12,2.69E-12,-0.094752205,-0.042664587,-0.050633809,-0.048779161,-0.124901076,-0.138339523,-0.011370825,-0.093844516,-0.034806208,-0.106823247,-0.000817621,-0.48832924,3.14E-12,3.14E-12,-0.138339523,-0.555441472
374,-0.599020437,-0.480298094,-0.020283231,-0.052988111,-2.31E-11,-0.599020437,-3.00E-11,-3.00E-11,-0.141752608,-0.050185079,-0.090257087,-0.06672877,-0.21205475,-0.228193073,-0.017379136,-0.319573913,-0.04063117,-0.180450021,-0.000895879,-0.631543817,-2.30E-11,-2.30E-11,-0.231911911,-0.503429061
375,-0.543836173,-0.436051028,-0.010815141,-0.027751806,-8.67E-12,-0.543836173,-9.51E-12,-9.51E-12,-0.251618942,-0.049582737,-0.106215193,-0.1210443,-0.322480576,-0.310758177,-0.017170544,-0.361474186,-0.040143499,-0.268737565,-0.000885127,-0.970426515,-1.15E-11,-1.15E-11,-0.337426835,-0.267231899
376,-0.738891396,-0.592447448,-0.011241144,-0.029938828,5.86E-13,-0.738891396,5.22E-13,5.22E-13,-0.094299993,-0.040150213,-0.05872923,-0.05872923,-0.113438202,-0.122890091,-0.013904053,-0.491122472,-0.032506677,-0.09294609,-0.000716742,-0.811034309,-1.29E-12,-1.29E-12,-0.122890091,-0.150839494
377,-0.340067965,-0.272668485,-0.006415394,-0.016763979,8.67E-13,-0.340067965,1.80E-12,1.80E-12,-0.202015608,-0.049089522,-0.103807033,-0.118302326,-0.242324831,-0.262026911,-0.016999743,-0.226034598,-0.039744179,-0.200801248,-0.000876322,-0.965680819,-5.31E-12,-5.31E-12,-0.262026911,-0.238562075
378,-0.259182445,-0.207814002,-0.008264784,-0.020958654,7.36E-12,-0.259182445,3.11E-12,3.11E-12,-0.054041413,-0.042396774,-0.028932403,-0.028932403,-0.068922217,-0.076238556,-0.010957897,-0.172272033,-0.034501955,-0.05799015,-0.00081452,-0.538380986,7.24E-12,7.24E-12,-0.076238556,-0.514729723
379,-0.482391718,-0.386784504,-0.014622185,-0.038514173,-2.10E-13,-0.482391718,1.72E-12,1.72E-12,-0.108608092,-0.045814865,-0.063163497,-0.059787191,-0.137245904,-0.150358625,-0.015865727,-0.31611293,-0.03709293,-0.115424773,-0.000817864,-0.580599285,-4.46E-12,-4.46E-12,-0.150358625,-0.437057431
380,-0.348807667,-0.27967603,-0.008539154,-0.022409062,4.24E-12,-0.348807667,-2.57E-11,-2.57E-11,-0.130564209,-0.045613907,-0.075721677,-0.074422222,-0.160870437,-0.175671936,-0.015796135,-0.231843657,-0.036930229,-0.134755324,-0.000814277,-0.687032724,-6.79E-13,-6.79E-13,-0.175671936,-0.435754285
381,-0.365469658,-0.293035711,-0.01147232,-0.030086933,-1.64E-12,-0.365469658,3.95E-12,3.95E-12,-0.104986554,-0.048177431,-0.059422876,-0.056787282,-0.134585822,-0.147996602,-0.01514731,-0.242918462,-0.03905883,-0.113876577,-0.000861211,-0.575018809,-1.00E-12,-1.00E-12,-0.147996602,-0.500309991
382,-0.05869823,-0.047064585,-0.002051101,-0.005819848,7.46E-14,-0.05869823,-2.41E-13,-2.41E-13,-0.062128722,-0.036451053,-0.025999368,-0.025999368,-0.087022911,-0.098461401,-0.005087129,-0.039015233,-0.028966456,-0.076376489,0.003044134,-0.313953823,-2.22E-16,-2.22E-16,-0.098461401,-0.55561202
383,-0.461249602,-0.369832632,-0.011896635,-0.032250108,-1.78E-12,-0.461249602,7.59E-14,7.59E-14,-0.068176919,-0.04162755,-0.039540633,-0.039540633,-0.084432701,-0.092435991,-0.01325573,-0.306580975,-0.033702769,-0.070189202,-0.000743115,-0.661433561,6.01E-13,6.01E-13,-0.092435991,-0.410941429
384,-0.561381973,-0.443307191,-0.020128734,-0.050966277,-2.65E-13,-0.561381973,0,0,-0.044366879,-0.041007952,-0.023064585,-0.023064585,-0.057169748,-0.063471202,-0.008583912,-0.264705016,-0.033690854,-0.048213301,-0.000824867,-0.494181853,0,0,-0.063471202,-0.526242385
385,-0.785720536,-0.629995326,-0.015219204,-0.039999904,-1.51E-11,-0.785720536,-1.64E-11,-1.64E-11,-0.262474868,-0.048735348,-0.104399932,-0.119393542,-0.362978529,-0.319506831,-0.016877093,-0.52224862,-0.03945743,-0.301719528,-0.000869999,-0.983849364,-1.28E-11,-1.28E-11,-0.364126111,-0.140952912
386,-0.102029537,-0.081807881,-0.00283245,-0.007499116,-3.06E-13,-0.102029537,-1.11E-11,-1.11E-11,-0.129997817,-0.046814816,-0.074584431,-0.065845653,-0.173718991,-0.190794059,-0.016212011,-0.06781646,-0.037902517,-0.148036718,-0.000835715,-0.494523069,-2.14E-13,-2.14E-13,-0.190794059,-0.492584894
387,-0.768215202,-0.615959447,-0.021666904,-0.055358215,2.83E-12,-0.768215202,-2.21E-13,-2.21E-13,-0.091259557,-0.047145322,-0.054351336,-0.054351336,-0.111813715,-0.121920059,-0.016326465,-0.359753046,-0.038170103,-0.092730084,-0.000841615,-0.779322347,1.29E-11,1.29E-11,-0.121920059,-0.364753525
388,-0.368602752,-0.295547845,-0.007794075,-0.020296817,8.30E-12,-0.368602752,7.90E-12,7.90E-12,-0.138756481,-0.046938383,-0.082103548,-0.082683987,-0.169611308,-0.184721625,-0.016254802,-0.245000951,-0.038002559,-0.141211682,-0.000837921,-0.785181702,6.05E-12,6.05E-12,-0.184721625,-0.397355422
389,-0.906140089,-0.726548429,-0.024342117,-0.066578698,-1.53E-13,-0.906140089,7.08E-12,7.08E-12,-0.180190581,-0.044621781,-0.095587927,-0.082412799,-0.297046914,-0.275710691,-0.015452561,-0.365300004,-0.036126977,-0.249759252,-0.000796566,-0.787164502,-4.28E-12,-4.28E-12,-0.302275045,-0.341278927
390,-0.510842258,-0.409596314,-0.015444052,-0.039784645,7.24E-14,-0.510842258,-1.60E-11,-1.60E-11,-0.125463636,-0.049373013,-0.074369027,-0.066705245,-0.161126774,-0.176430539,-0.017097917,-0.339543962,-0.039973701,-0.135757389,-0.000881383,-0.625666056,4.96E-13,4.96E-13,-0.176430539,-0.472798526
391,-0.761717987,-0.610749942,-0.015461924,-0.040229957,2.12E-11,-0.761717987,1.25E-11,1.25E-11,-0.27186619,-0.051177597,-0.109631671,-0.121057269,-0.452575312,-0.3405534,-0.017722846,-0.506294731,-0.041434739,-0.379278437,-0.000913597,-1.007698327,5.59E-12,5.59E-12,-0.399322468,-0.235084652
392,-0.538297191,-0.423089237,-0.018407178,-0.04720032,-7.26E-12,-0.538297191,-6.99E-12,-6.99E-12,-0.044330015,-0.040702605,-0.023392437,-0.023392437,-0.056839457,-0.063000276,-0.008887016,-0.270590298,-0.033523928,-0.047818368,-0.000808649,-0.488152103,-6.99E-12,-6.99E-12,-0.063000276,-0.510418988
393,-0.362894066,-0.290970587,-0.006901556,-0.019102643,-1.27E-11,-0.362894066,-9.33E-12,-9.33E-12,-0.24221502,-0.044086283,-0.094440795,-0.111237964,-0.362830056,-0.287513765,-0.015267118,-0.241206531,-0.035693424,-0.30483215,-0.000787007,-0.824515751,-2.02E-11,-2.02E-11,-0.334099688,-0.294605088
394,-0.26764047,-0.214595696,-0.004978409,-0.013364875,-1.47E-12,-0.26764047,-1.68E-12,-1.68E-12,-0.160404734,-0.042623391,-0.08719052,-0.096648964,-0.19381822,-0.210166666,-0.014760517,-0.177893869,-0.034509027,-0.16084885,-0.000760892,-0.788226834,-2.47E-12,-2.47E-12,-0.210166666,-0.271057352
395,-0.238813327,-0.191481924,-0.00762406,-0.019932965,1.45E-12,-0.238813327,4.84E-13,4.84E-13,-0.093352097,-0.041957857,-0.051273507,-0.049159536,-0.122018738,-0.134756757,-0.012085244,-0.158733194,-0.034456352,-0.10386627,-0.000779653,-0.463909577,3.78E-13,3.78E-13,-0.134756757,-0.501306999
396,-0.475098393,-0.372645646,-0.014051967,-0.03987887,2.82E-12,-0.475098393,9.68E-13,9.68E-13,-0.05993654,-0.03874094,-0.031720883,-0.031720883,-0.076720586,-0.084958247,-0.010153002,-0.278964017,-0.031562038,-0.064765993,-0.000741536,-0.483185456,9.68E-13,9.68E-13,-0.084958247,-0.51435196
397,-0.483898238,-0.379802918,-0.015174853,-0.03990772,5.00E-13,-0.483898238,-4.44E-16,-4.44E-16,-0.042988208,-0.040206841,-0.022559182,-0.022559182,-0.055227752,-0.061257874,-0.008508175,-0.289942477,-0.033067398,-0.046474156,-0.000803865,-0.521168761,-4.44E-16,-4.44E-16,-0.061257874,-0.538539025
398,-0.714278224,-0.566238648,-0.023640969,-0.05991234,-1.05E-12,-0.714278224,-4.57E-13,-4.57E-13,-0.077094798,-0.046194764,-0.043371931,-0.043371931,-0.096555112,-0.10610929,-0.013858081,-0.311500194,-0.038033118,-0.08085792,-0.000838595,-0.641464863,6.58E-12,6.58E-12,-0.10610929,-0.496334416
399,-0.11364243,-0.091119166,-0.002548815,-0.00677232,-2.90E-12,-0.11364243,-3.44E-12,-3.44E-12,-0.183031555,-0.046462418,-0.093679608,-0.094684387,-0.23170234,-0.242512171,-0.016089975,-0.075535256,-0.037617206,-0.194799948,-0.000829424,-0.748302507,1.62E-11,1.62E-11,-0.251895026,-0.403820588
400,-0.145139754,-0.116373904,-0.004276767,-0.011519576,2.54E-12,-0.145139754,-1.96E-12,-1.96E-12,-0.101246202,-0.04415164,-0.056891613,-0.055534661,-0.127605288,-0.140197393,-0.014416653,-0.096470733,-0.035746339,-0.107837232,-0.000788173,-0.532813184,2.63E-12,2.63E-12,-0.140197393,-0.454925683
401,-0.265744603,-0.213075579,-0.004836932,-0.013645492,-1.30E-11,-0.265744603,-1.29E-11,-1.29E-11,-0.06031801,-0.0387153,-0.036567458,-0.036567458,-0.073400822,-0.079864095,-0.013354506,-0.176633734,-0.031344934,-0.060380469,-0.000691126,-0.720756615,-1.43E-11,-1.43E-11,-0.079864095,-0.253320502
402,-0.495102272,-0.392732904,-0.014562214,-0.039061787,-2.44E-12,-0.495102272,-2.39E-12,-2.39E-12,-0.091343435,-0.040040593,-0.050367512,-0.049238365,-0.116168618,-0.128014756,-0.012412,-0.303354748,-0.032597165,-0.098107082,-0.000718737,-0.498988327,-2.39E-12,-2.39E-12,-0.128014756,-0.506999775
403,-0.308490295,-0.247349325,-0.009397876,-0.025168632,-1.12E-13,-0.308490295,-1.77E-12,-1.77E-12,-0.104181792,-0.045499605,-0.058065449,-0.056149878,-0.133604413,-0.147127625,-0.014098272,-0.205045717,-0.037139389,-0.11324309,-0.000818889,-0.568281079,4.44E-16,4.44E-16,-0.147127625,-0.529611259
404,-0.3250259,-0.260607669,-0.009879901,-0.026415091,-1.58E-12,-0.3250259,1.49E-12,1.49E-12,-0.088344909,-0.039390148,-0.049227481,-0.048296462,-0.111119466,-0.122198292,-0.012644029,-0.216036516,-0.031891263,-0.093695828,-0.000703173,-0.473158076,-4.31E-12,-4.31E-12,-0.122198292,-0.435156826
405,-0.652052005,-0.522819116,-0.01532712,-0.039068349,-5.61E-12,-0.652052005,-6.89E-10,-6.89E-10,-0.139474671,-0.046271358,-0.084260027,-0.083946095,-0.169089911,-0.183605622,-0.016023811,-0.429651814,-0.037462519,-0.14020613,-0.000826014,-0.842706016,1.49E-11,1.49E-11,-0.183605622,-0.306801984
406,-1.048586998,-0.840763195,-0.013263211,-0.037843661,4.91E-11,-1.048586998,4.77E-11,4.77E-11,-0.376674636,-0.045396379,-0.097247257,-0.167726641,-0.743808349,-0.302642529,-0.015720805,-0.696969326,-0.036754113,-0.620380681,-0.000810394,-0.917006864,5.24E-11,5.24E-11,-0.363171035,-0.119069459
407,-0.684443257,-0.535015761,-0.025677763,-0.065124978,2.96E-11,-0.684443257,2.89E-11,2.89E-11,-0.080190028,-0.045529391,-0.044691973,-0.043922408,-0.100736917,-0.110796848,-0.01356496,-0.266084175,-0.037502596,-0.084724466,-0.000830513,-0.566891774,2.89E-11,2.89E-11,-0.110796848,-0.460373107
408,-0.205936453,-0.165121054,-0.005462715,-0.01410664,-6.66E-15,-0.205936453,-1.47E-12,-1.47E-12,-0.158744243,-0.048650759,-0.091508178,-0.082570124,-0.202553207,-0.220662971,-0.016847799,-0.136880765,-0.039388945,-0.170543369,-0.000868489,-0.694033818,-5.68E-12,-5.68E-12,-0.220662971,-0.413077588
409,-0.734415108,-0.588858334,-0.023402238,-0.060951808,-9.25E-13,-0.734415108,-2.38E-12,-2.38E-12,-0.113614021,-0.045349013,-0.067262239,-0.060993175,-0.14465366,-0.158319915,-0.015704402,-0.309659129,-0.036715764,-0.121480326,-0.000809548,-0.640356832,-1.37E-11,-1.37E-11,-0.158319915,-0.454258021
410,-0.510651015,-0.409442974,-0.009808799,-0.024718098,1.84E-11,-0.510651015,1.80E-11,1.80E-11,-0.172551509,-0.046934361,-0.096660443,-0.106123251,-0.207533473,-0.22467788,-0.016253409,-0.339416848,-0.037999304,-0.171592402,-0.000837849,-0.917236274,1.73E-11,1.73E-11,-0.22467788,-0.234886364
411,-0.223728152,-0.179386542,-0.005792832,-0.015674202,-6.73E-13,-0.223728152,5.24E-14,5.24E-14,-0.071346956,-0.041211998,-0.040279101,-0.040279101,-0.089248039,-0.098042258,-0.012598331,-0.148706459,-0.033639829,-0.074650902,-0.000741727,-0.559083271,5.22E-12,5.22E-12,-0.098042258,-0.443787379
412,-1.686727819,-1.352428242,-0.024645019,-0.06234982,-5.67E-12,-1.686727819,-8.08E-12,-8.08E-12,-0.368124429,-0.049275089,-0.105556155,-0.163919382,-0.611814127,-0.328500593,-0.017064005,-0.726583148,-0.039894419,-0.506608066,-0.000879635,-0.995356796,-1.25E-11,-1.25E-11,-0.394200711,-0.120003361
413,-0.279540327,-0.224137071,-0.009463797,-0.024385899,-6.67E-12,-0.279540327,-3.94E-12,-3.94E-12,-0.091249257,-0.043487053,-0.049819909,-0.04803534,-0.118810677,-0.1312479,-0.012289941,-0.185803404,-0.035652944,-0.101096253,-0.000813915,-0.501987713,-7.18E-12,-7.18E-12,-0.1312479,-0.514313133
414,-0.706992444,-0.566870682,-0.012243889,-0.031562126,7.17E-12,-0.706992444,3.99E-12,3.99E-12,-0.319442453,-0.048971541,-0.104905899,-0.142242148,-0.576737043,-0.326476937,-0.016958886,-0.469920043,-0.039648658,-0.483253198,-0.000874216,-0.989225118,7.46E-12,7.46E-12,-0.391772324,-0.143653505
415,-0.579645604,-0.4546847,-0.020233959,-0.050851279,1.42E-12,-0.579645604,1.13E-12,1.13E-12,-0.07744279,-0.045429697,-0.041686786,-0.041599686,-0.098500588,-0.108809235,-0.012505904,-0.284455945,-0.03716199,-0.08321919,-0.000855522,-0.527283328,1.13E-12,1.13E-12,-0.108809235,-0.523522949
416,-1.07457576,-0.861601136,-0.015388815,-0.039924251,1.12E-10,-1.07457576,1.13E-10,1.13E-10,-0.262673091,-0.047483516,-0.101718283,-0.155198139,-0.311103506,-0.308082812,-0.016443582,-0.698408951,-0.038443914,-0.255517983,-0.000847652,-0.959167034,1.10E-10,1.10E-10,-0.333292824,-0.106798779
417,-1.124995312,-0.902027829,-0.019900897,-0.052590043,2.21E-12,-1.124995312,-1.92E-12,-1.92E-12,-0.315176255,-0.053226296,-0.114020355,-0.140342485,-0.581988383,-0.354841972,-0.018432312,-0.622077042,-0.043093421,-0.486431819,-0.00095017,-1.075171174,7.09E-12,7.09E-12,-0.425810366,-0.147185495
418,-0.573749508,-0.460035715,-0.016629259,-0.042139792,2.94E-12,-0.573749508,-6.76E-12,-6.76E-12,-0.187893247,-0.050652454,-0.107194185,-0.087344065,-0.30885084,-0.296447458,-0.017540988,-0.381356825,-0.04100957,-0.261587151,-0.000904223,-0.78914838,-1.18E-11,-1.18E-11,-0.319947273,-0.408501226
419,-0.276930664,-0.222044628,-0.004294395,-0.011653743,1.21E-11,-0.276930664,1.38E-11,1.38E-11,-0.289927582,-0.044096843,-0.094463416,-0.142927931,-0.352531235,-0.291962516,-0.015270775,-0.184068826,-0.035701974,-0.292442926,-0.000787195,-0.890756235,1.44E-11,1.44E-11,-0.339940741,-0.134109908
420,-0.105679874,-0.084734741,-0.003558784,-0.00929374,4.88E-12,-0.105679874,4.47E-12,4.47E-12,-0.109785757,-0.048603506,-0.061474569,-0.05576366,-0.149798573,-0.165614649,-0.013201115,-0.070242746,-0.039713383,-0.12874183,-0.000928711,-0.51405959,4.88E-12,4.88E-12,-0.165614649,-0.562201201
421,-0.648520142,-0.519987247,-0.019021766,-0.052806426,-3.01E-13,-0.648520142,2.03E-12,2.03E-12,-0.12384415,-0.041608922,-0.073077615,-0.062957303,-0.161467186,-0.176553454,-0.014409205,-0.306258457,-0.033687687,-0.1358778,-0.000742782,-0.572945852,3.74E-12,3.74E-12,-0.176553454,-0.426765654
422,-0.298087902,-0.234350645,-0.009464354,-0.024672052,8.66E-14,-0.298087902,-4.42E-13,-4.42E-13,-0.071358176,-0.039543401,-0.036633256,-0.036633256,-0.092186033,-0.102359667,-0.009894952,-0.19025066,-0.032098187,-0.078505344,-0.000771611,-0.427871087,-4.41E-13,-4.41E-13,-0.102359667,-0.524742283
423,-0.241881219,-0.193941778,-0.004781759,-0.012250594,1.72E-10,-0.241881219,1.72E-10,1.72E-10,-0.198726497,-0.050154754,-0.104012893,-0.113084559,-0.239640397,-0.259531689,-0.017368634,-0.160772345,-0.040606619,-0.199233328,-0.000895338,-0.930693025,1.70E-10,1.70E-10,-0.259531689,-0.291591506
424,-0.111443811,-0.089356301,-0.003344983,-0.00926597,4.48E-12,-0.111443811,6.41E-12,6.41E-12,-0.096016572,-0.042759346,-0.052632344,-0.050847128,-0.124431086,-0.137328804,-0.01245998,-0.07407389,-0.035150676,-0.105931889,-0.000791154,-0.483742883,4.54E-12,4.54E-12,-0.137328804,-0.497269509
425,-0.084677935,-0.067895264,-0.001810638,-0.004632544,-2.21E-12,-0.084677935,-1.80E-12,-1.80E-12,-0.170562265,-0.045803237,-0.091459243,-0.094345169,-0.210507297,-0.227784376,-0.0158617,-0.056283288,-0.037083515,-0.17623254,-0.000817657,-0.702132038,-1.92E-11,-1.92E-11,-0.228905551,-0.367615155
426,-0.172304883,-0.138155064,-0.002770778,-0.007274587,-2.20E-12,-0.172304883,-1.49E-12,-1.49E-12,-0.0538239,-0.042276074,-0.032994452,-0.032994452,-0.065202346,-0.070833712,-0.013651175,-0.114526709,-0.03422783,-0.053431875,-0.000754692,-0.836682749,-7.55E-14,-7.55E-14,-0.070833712,-0.231713693
427,-0.705320209,-0.555298428,-0.02311978,-0.061533372,-3.50E-12,-0.705320209,-3.84E-12,-3.84E-12,-0.032317613,-0.03596491,-0.018049078,-0.018049078,-0.040629051,-0.044737443,-0.007366216,-0.256897298,-0.030057884,-0.03379927,-0.000720304,-0.512564778,-1.17E-12,-1.17E-12,-0.044737443,-0.410512553
428,-0.837677215,-0.671654496,-0.024454951,-0.066780671,-2.40E-11,-0.837677215,-3.21E-12,-3.21E-12,-0.076302461,-0.041479628,-0.044158977,-0.044158977,-0.09455776,-0.103533693,-0.013784746,-0.294067665,-0.033583007,-0.078746617,-0.000740474,-0.606432198,-5.11E-11,-5.11E-11,-0.103533693,-0.403226358
429,-0.205512845,-0.163813283,-0.006898284,-0.017687004,-1.15E-14,-0.205512845,-7.38E-13,-7.38E-13,-0.091115586,-0.045441874,-0.045493565,-0.042454215,-0.127840668,-0.142780677,-0.009812063,-0.13496124,-0.035624006,-0.109947887,-0.000901943,-0.40152427,-7.38E-13,-7.38E-13,-0.142780677,-0.565654468
430,-0.089410843,-0.071690138,-0.002420332,-0.006722742,-1.28E-11,-0.089410843,-1.32E-11,-1.32E-11,-0.096965884,-0.042992665,-0.054443392,-0.054117249,-0.121419681,-0.133354713,-0.014151076,-0.059429132,-0.034808001,-0.102382973,-0.000767484,-0.534913934,-1.28E-11,-1.28E-11,-0.133354713,-0.446875383
431,-0.661692691,-0.529337986,-0.021966035,-0.062233658,-2.82E-12,-0.661692691,-2.90E-12,-2.90E-12,-0.124802621,-0.043692467,-0.081225655,-0.058754208,-0.191073581,-0.205006192,-0.015130739,-0.272671635,-0.03537458,-0.161926334,-0.000779976,-0.552160632,-4.21E-12,-4.21E-12,-0.2086248,-0.410808214
432,-0.095541748,-0.076605933,-0.002912623,-0.007339671,1.51E-13,-0.095541748,7.92E-13,7.92E-13,-0.10475073,-0.047948797,-0.057211302,-0.055861311,-0.134177512,-0.147999879,-0.014079738,-0.06350419,-0.039443718,-0.114022665,-0.000883728,-0.549624147,1.74E-13,1.74E-13,-0.147999879,-0.542995644
433,-1.158230133,-0.928675702,-0.023371274,-0.060527955,-8.91E-12,-1.158230133,5.00E-12,5.00E-12,-0.126015897,-0.042196843,-0.07796586,-0.078287899,-0.15171497,-0.164365381,-0.014612803,-0.455325766,-0.034163683,-0.124833904,-0.000753277,-0.840311762,-1.28E-11,-1.28E-11,-0.164365381,-0.197049539
434,-1.12192848,-0.899568824,-0.022430262,-0.058089437,7.87E-13,-1.12192848,-1.27E-12,-1.27E-12,-0.253718246,-0.046422806,-0.09944605,-0.112976306,-0.455444793,-0.309485376,-0.016076258,-0.500774704,-0.037585135,-0.380847884,-0.000828717,-0.925985298,1.19E-12,1.19E-12,-0.368044373,-0.182867362
435,-0.897735611,-0.719809669,-0.020476228,-0.053811077,-1.69E-12,-0.897735611,-2.66E-11,-2.66E-11,-0.23105831,-0.048532436,-0.103965259,-0.102886232,-0.43438007,-0.321078535,-0.016806824,-0.456049806,-0.039293147,-0.365763349,-0.000866377,-0.93106124,8.96E-11,8.96E-11,-0.376423387,-0.290477129
436,-0.168819355,-0.135360347,-0.003477699,-0.009003548,-2.66E-12,-0.168819355,-2.17E-12,-2.17E-12,-0.114161189,-0.043869204,-0.068616078,-0.068616078,-0.139326494,-0.151678026,-0.015191943,-0.112209966,-0.035517671,-0.115624474,-0.000783131,-0.783721268,-4.10E-12,-4.10E-12,-0.151678026,-0.357324662
437,-0.204397827,-0.163887374,-0.006927515,-0.017994212,-1.09E-12,-0.204397827,3.30E-12,3.30E-12,-0.109046019,-0.049478377,-0.061903408,-0.05655791,-0.146006964,-0.161035839,-0.014404526,-0.135858079,-0.040670755,-0.124717783,-0.000918004,-0.518317461,-1.05E-12,-1.05E-12,-0.161035839,-0.52898469
438,-0.562696928,-0.451173692,-0.009998975,-0.026629707,4.46E-13,-0.562696928,3.45E-13,3.45E-13,-0.096209172,-0.04617472,-0.059671247,-0.059671247,-0.115933325,-0.125664848,-0.015990345,-0.374010454,-0.037384278,-0.095165087,-0.000824288,-0.922127903,4.52E-13,4.52E-13,-0.125664848,-0.200412865
439,-0.226321083,-0.181465569,-0.004775446,-0.012514196,7.81E-13,-0.226321083,2.00E-12,2.00E-12,-0.255318459,-0.052473416,-0.112407551,-0.118031027,-0.384135741,-0.333825535,-0.018171589,-0.150429914,-0.042483869,-0.324006779,-0.00093673,-0.935151801,1.29E-11,1.29E-11,-0.375739706,-0.367726961
440,-0.367140802,-0.294375645,-0.01177549,-0.030588044,-1.14E-12,-0.367140802,4.05E-11,4.05E-11,-0.089313915,-0.044113812,-0.049117144,-0.04842558,-0.112703918,-0.124132249,-0.013260568,-0.24402923,-0.036366054,-0.095170342,-0.000802807,-0.528251035,-1.40E-12,-1.40E-12,-0.124132249,-0.485976128
